carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
14243,vauxhall, Antara,2009,Manual,90000,Diesel,305,37.7,2,2950
14244,audi, RS3,2019,Semi-Auto,3584,Petrol,145,29.7,2.5,47990
14245,ford, Grand C-MAX,2016,Manual,12548,Diesel,30,64.2,1.5,11500
14246,bmw, 7 Series,2017,Semi-Auto,28338,Diesel,145,56.5,3,35464
14247,ford, Tourneo Connect,2017,Manual,5094,Diesel,145,64.2,1.5,12998
14248,ford, Edge,2016,Manual,24984,Diesel,160,48.7,2,17750
14249,merc, GL Class,2016,Manual,34132,Petrol,145,48.7,1.6,16299
14250,audi, A8,2017,Automatic,1420,Diesel,145,50.4,3,38985
14251,merc, GL Class,2016,Semi-Auto,17000,Diesel,305,36.2,3,38362
14252,merc, V Class,2017,Automatic,33000,Diesel,145,44.6,2.1,29950
14253,toyota, Avensis,2018,Manual,32236,Diesel,145,67.3,1.6,12995
14254,vw, Arteon,2019,Semi-Auto,4736,Petrol,145,32.8,2,27990
14255,vw, Arteon,2019,Semi-Auto,5101,Diesel,145,50.4,2,26090
14256,merc, CLS Class,2019,Automatic,107,Diesel,145,47.9,2.9,46952
14257,toyota, Avensis,2017,Automatic,18953,Petrol,160,47.1,1.8,16495
14258,bmw, 7 Series,2007,Automatic,83000,Diesel,325,34.4,2.5,5200
14259,merc, M Class,2011,Automatic,75000,Diesel,555,31,3,13150
14260,vw, Arteon,2019,Semi-Auto,2500,Diesel,145,50.4,2,31490
14261,toyota, Hilux,2018,Automatic,22919,Diesel,260,36.2,2.4,22445
14262,merc, GL Class,2016,Automatic,32293,Diesel,20,67.3,2.1,16999
14263,ford, Grand Tourneo Connect,2015,Manual,115613,Diesel,125,58.9,1.6,6499
14264,vw, Arteon,2019,Semi-Auto,6198,Petrol,150,40.4,1.5,27490
14265,merc, SLK,2001,Automatic,48172,Petrol,325,30,2.3,3990
14266,vauxhall, GTC,2018,Manual,4646,Petrol,145,36.2,2,19998
14267,merc, S Class,2019,Automatic,618,Diesel,145,52.3,3,63999
14268,hyundi, IX20,2019,Automatic,357,Petrol,145,34.5,1.6,14062
14269,ford, Galaxy,2018,Manual,31504,Diesel,145,56.5,2,19499
14270,hyundi, IX35,2015,Automatic,51500,Diesel,260,41.5,2,10000
14271,ford, Edge,2016,Manual,52368,Diesel,165,48.7,2,15000
14272,audi, S3,2014,Semi-Auto,63000,Petrol,200,40.9,2,17500
14273,hyundi, IX35,2010,Manual,62000,Diesel,200,47.9,2,5995
14274,bmw, M3,2004,Automatic,55000,Petrol,315,23.3,3.2,14950
14275,vauxhall, Vivaro,2015,Manual,64000,Diesel,235,42.8,1.6,14499
14276,vw, Amarok,2018,Automatic,5673,Diesel,260,33.6,3,32000
14277,merc, M Class,2015,Semi-Auto,43910,Petrol,570,23.9,5.5,32250
14278,ford, Grand Tourneo Connect,2017,Manual,14825,Diesel,125,61.4,1.5,12750
14279,audi, RS3,2015,Semi-Auto,49610,Petrol,300,34.9,2.5,24699
14280,bmw, M4,2020,Automatic,10,Petrol,150,34,3,45488
14281,merc, V Class,2017,Automatic,2552,Diesel,145,45.6,2.2,32499
14282,vw, California,2019,Semi-Auto,3544,Diesel,260,29.1,2,69994
14283,vauxhall, Combo Life,2019,Manual,1248,Diesel,145,53.3,1.5,16438
14284,ford, Mustang,2017,Automatic,12000,Petrol,145,20.8,5,32990
14285,vw, Scirocco,2017,Semi-Auto,19458,Diesel,150,57.6,2,16495
14286,toyota, Prius,2017,Automatic,39158,Hybrid,0,94.1,1.8,19980
14287,ford, Galaxy,2016,Manual,25405,Diesel,125,56.5,2,16387
14288,ford, Tourneo Connect,2015,Manual,28309,Diesel,125,58.9,1.6,10298
14289,merc, GLS Class,2019,Automatic,20429,Diesel,145,37.2,3,45550
14290,bmw, X4,2016,Semi-Auto,50944,Diesel,205,47.9,3,21950
14291,merc, S Class,2019,Semi-Auto,1042,Diesel,145,52.3,3,46998
14292,vw, Arteon,2020,Semi-Auto,3000,Diesel,145,44.1,2,31500
14293,merc, GLS Class,2019,Semi-Auto,18717,Diesel,145,34,3,54990
14294,vw, CC,2016,Manual,33017,Diesel,30,60.1,2,10965
14295,ford, Grand C-MAX,2016,Manual,30665,Petrol,30,54.3,1,11160
14296,ford, Edge,2017,Semi-Auto,34399,Diesel,160,48.7,2,20450
14297,toyota, Prius,2017,Automatic,28031,Hybrid,0,94.1,1.8,19313
14298,merc, M Class,2009,Automatic,86000,Diesel,555,30.4,3,8995
14299,hyundi, Santa Fe,2019,Automatic,4566,Diesel,145,42.2,2.2,26290
14300,merc, GL Class,2015,Automatic,45000,Diesel,125,55.4,2.1,16990
14301,audi, A8,2019,Automatic,1000,Diesel,145,40.4,3,39995
14302,merc, SLK,2016,Semi-Auto,8417,Diesel,30,70.6,2,18980
14303,ford, Edge,2016,Semi-Auto,20331,Diesel,200,47.9,2,20490
14304,ford, Edge,2017,Manual,19027,Diesel,145,48.7,2,19600
14305,audi, S3,2017,Automatic,25000,Petrol,150,43.5,2,25850
14306,toyota, Prius,2016,Automatic,19391,Hybrid,0,85.6,1.8,18915
14307,hyundi, Santa Fe,2019,Semi-Auto,7984,Diesel,145,39.8,2.2,29850
14308,vw, CC,2014,Semi-Auto,40348,Diesel,145,54.3,2,9960
14309,toyota, Verso,2017,Manual,20501,Petrol,145,41.5,1.6,12490
14310,bmw, X6,2018,Semi-Auto,6100,Diesel,145,47.1,3,36995
14311,bmw, X4,2019,Automatic,2188,Petrol,145,26.9,3,42460
14312,vw, Tiguan Allspace,2019,Semi-Auto,9900,Diesel,150,38.7,2,34495
14313,vw, Scirocco,2016,Semi-Auto,67366,Diesel,125,58.9,2,12160
14314,bmw, 8 Series,2020,Semi-Auto,6374,Diesel,145,26.7,3,61485
14315,vw, Arteon,2017,Semi-Auto,30874,Petrol,145,47.1,2,18700
14316,vauxhall, Combo Life,2019,Manual,4144,Petrol,145,42.2,1.2,15298
14317,ford, KA,2016,Manual,43151,Petrol,30,57.7,1.2,4500
14318,vw, Scirocco,2017,Manual,22575,Petrol,145,47.1,2,16250
14319,bmw, X4,2019,Semi-Auto,15118,Petrol,150,26.9,3,38000
14320,vw, Scirocco,2016,Manual,35692,Diesel,20,55.4,2,12990
14321,skoda, Roomster,2013,Manual,28131,Petrol,145,49.6,1.2,5495
14322,bmw, M4,2017,Semi-Auto,9215,Petrol,300,34,3,35352
14323,merc, S Class,2019,Automatic,3715,Diesel,145,52.3,2.9,54994
14324,bmw, X4,2018,Semi-Auto,10920,Diesel,150,42.8,2,32000
14325,audi, RS6,2016,Automatic,27000,Petrol,325,29.4,4,52950
14326,audi, Q8,2019,Semi-Auto,2423,Diesel,145,33.6,3,49750
14327,ford, KA,2015,Manual,28192,Petrol,30,57.7,1.2,5200
14328,bmw, i8,2019,Automatic,10,Hybrid,135,141.2,1.5,74226
14329,merc, CLA Class,2020,Automatic,2700,Petrol,145,44.8,1.3,32900
14330,ford, Grand C-MAX,2017,Manual,27070,Diesel,150,64.2,1.5,11498
14331,toyota, Prius,2017,Automatic,68812,Hybrid,0,94.1,1.8,15698
14332,hyundi, I40,2015,Manual,39779,Diesel,30,65.7,1.7,9995
14333,vw, Amarok,2015,Automatic,97834,Diesel,260,35.3,2,12995
14334,vw, Jetta,2015,Manual,26403,Diesel,20,67.3,2,9990
14335,vw, Beetle,2015,Semi-Auto,37843,Diesel,125,58.9,2,10495
14336,ford, KA,2015,Manual,30938,Petrol,30,57.7,1.2,4800
14337,ford, Galaxy,2017,Semi-Auto,32582,Diesel,145,52.3,2,17720
14338,merc, M Class,2013,Semi-Auto,41366,Diesel,300,39.2,3,16770
14339,hyundi, IX20,2015,Manual,24305,Diesel,30,64.2,1.6,7190
14340,bmw, Z4,2020,Semi-Auto,5,Petrol,145,37.2,2,35850
14341,vauxhall, Zafira Tourer,2017,Manual,28565,Petrol,145,41.5,1.4,11199
14342,toyota, Verso,2015,Manual,16232,Diesel,30,62.8,1.6,11495
14343,ford, Mustang,2017,Semi-Auto,9511,Petrol,145,23.5,5,31317
14344,vw, Arteon,2018,Semi-Auto,11555,Petrol,145,47.1,2,21498
14345,vw, Caddy Maxi Life,2020,Semi-Auto,2000,Diesel,145,46.3,2,23990
14346,merc, S Class,2019,Automatic,15251,Diesel,150,52.3,2.9,40900
14347,ford, Galaxy,2018,Semi-Auto,34715,Diesel,145,52.3,2,18000
14348,merc, CLS Class,2016,Automatic,19366,Diesel,165,51.4,3,22315
14349,toyota, Prius,2017,Automatic,43960,Hybrid,0,94.1,1.8,17000
14350,ford, KA,2016,Manual,55000,Petrol,30,57.7,1.2,5000
14351,merc, SLK,2001,Manual,56785,Petrol,325,25.5,3.2,4990
14352,vw, Caravelle,2019,Semi-Auto,6924,Diesel,145,33.6,2,41495
14353,vw, Caddy Maxi Life,2018,Manual,1959,Diesel,150,57.7,2,16991
14354,hyundi, I800,2019,Manual,17972,Diesel,145,28,2.5,17998
14355,hyundi, IX20,2016,Manual,18146,Petrol,125,50.4,1.4,7695
14356,skoda, Scala,2020,Manual,3543,Petrol,145,49.6,1,18250
14357,ford, Grand C-MAX,2017,Manual,47178,Diesel,30,64.2,1.5,11899
14358,vw, Arteon,2019,Automatic,4800,Petrol,145,32.8,2,32850
14359,vw, Arteon,2018,Semi-Auto,4294,Diesel,145,50.4,2,24995
14360,bmw, 7 Series,2019,Automatic,2000,Hybrid,135,113,2,49000
14361,skoda, Yeti,2016,Automatic,48682,Petrol,125,51.4,1.2,10499
14362,merc, S Class,2019,Automatic,4320,Diesel,145,52.3,3,52950
14363,toyota, Avensis,2018,Manual,25883,Diesel,145,67.3,1.6,12000
14364,toyota, Verso,2016,Manual,7674,Diesel,30,62.8,1.6,12230
14365,merc, V Class,2018,Manual,20841,Diesel,145,46.3,2.1,20498
14366,hyundi, Santa Fe,2017,Manual,22919,Diesel,200,47.1,2.2,20495
14367,bmw, Z4,2013,Semi-Auto,26356,Petrol,200,41.5,2,13640
14368,vw, CC,2016,Automatic,35034,Diesel,125,58.9,2,12700
14369,merc, GL Class,2016,Automatic,16000,Diesel,300,36.2,3,36500
14370,hyundi, I800,2019,Automatic,10124,Diesel,145,28,2.5,21980
14371,hyundi, IX20,2016,Manual,19999,Petrol,125,50.4,1.4,8399
14372,bmw, 7 Series,2016,Semi-Auto,34820,Diesel,145,54.3,3,25750
14373,merc, S Class,2015,Semi-Auto,35236,Diesel,200,47.9,3,27498
14374,vauxhall, GTC,2016,Manual,17363,Petrol,160,47.1,1.4,8460
14375,bmw, X4,2019,Automatic,5769,Diesel,145,37.2,3,41980
14376,vw, Tiguan Allspace,2019,Automatic,8963,Diesel,145,39.2,2,32990
14377,merc, S Class,2017,Automatic,21600,Diesel,145,52.3,2.9,41990
14378,audi, A8,2015,Automatic,46558,Diesel,200,47.9,3,18950
14379,ford, Grand C-MAX,2017,Manual,17509,Petrol,145,54.3,1,12931
14380,vw, Caravelle,2020,Automatic,5000,Diesel,145,34,2,50388
14381,merc, X-CLASS,2017,Automatic,24800,Diesel,260,35.8,2.3,31994
14382,merc, CLS Class,2015,Automatic,46085,Diesel,160,51.4,3,18680
14383,bmw, 6 Series,2016,Automatic,47148,Diesel,200,49.6,3,20610
14384,vauxhall, GTC,2017,Manual,17378,Petrol,160,47.1,1.4,8250
14385,ford, Puma,2020,Manual,4998,Petrol,145,50.4,1,20491
14386,hyundi, IX35,2014,Automatic,44205,Diesel,260,41.5,2,9397
14387,audi, RS4,2018,Semi-Auto,33827,Petrol,145,32.1,2.9,49990
14388,vw, Beetle,2012,Manual,15000,Petrol,235,37.2,2,8699
14389,hyundi, IX20,2016,Manual,39289,Petrol,125,50.4,1.4,8000
14390,vw, Arteon,2019,Automatic,4251,Diesel,145,50.4,2,28990
14391,hyundi, IX20,2018,Manual,11038,Petrol,145,50.4,1.4,10195
14392,skoda, Kamiq,2019,Automatic,200,Other,145,45.6,1,18480
14393,merc, SLK,2003,Automatic,58500,Petrol,325,30,2.3,3650
14394,merc, S Class,2015,Semi-Auto,64518,Diesel,200,48.7,3,25999
14395,toyota, Prius,2016,Automatic,53500,Hybrid,0,68.9,1.8,17495
14396,bmw, X4,2017,Semi-Auto,35000,Diesel,150,54.3,2,22995
14397,merc, GL Class,2016,Manual,42320,Diesel,20,64.2,2.1,15000
14398,toyota, Verso,2015,Manual,34000,Petrol,200,42.8,1.6,9495
14399,bmw, Z4,2020,Semi-Auto,10,Petrol,145,37.2,2,32490
14400,vw, Beetle,2016,Manual,21930,Petrol,125,51.4,1.2,10941
14401,bmw, 6 Series,2008,Automatic,72000,Diesel,260,40.9,3,8490
14402,vauxhall, GTC,2017,Manual,33894,Petrol,145,36.2,2,14510
14403,audi, A7,2016,Automatic,48669,Diesel,125,61.4,3,19990
14404,ford, Grand C-MAX,2017,Manual,41000,Petrol,30,54.3,1,10900
14405,merc, CLA Class,2020,Automatic,1000,Petrol,145,44.8,1.3,29998
14406,ford, Grand C-MAX,2011,Manual,92785,Petrol,200,40.9,1.6,5000
14407,vw, Amarok,2015,Manual,49961,Diesel,265,36.2,2,13998
14408,audi, A7,2015,Semi-Auto,34995,Diesel,165,52.3,3,21488
14409,audi, A8,2018,Semi-Auto,8872,Diesel,145,48.7,3,38990
14410,vw, Jetta,2015,Manual,65015,Diesel,20,70.6,2,6999
14411,hyundi, IX35,2013,Manual,80465,Diesel,145,53.3,1.7,6998
14412,vauxhall, Combo Life,2019,Manual,2026,Petrol,145,42.2,1.2,16937
14413,ford, Galaxy,2018,Manual,31766,Diesel,145,56.5,2,16990
14414,hyundi, I40,2017,Manual,39317,Diesel,145,67.3,1.7,10000
14415,skoda, Yeti,2015,Manual,50866,Diesel,145,55.4,2,11499
14416,bmw, 6 Series,2017,Automatic,18000,Diesel,145,51.4,3,28900
14417,toyota, Prius,2016,Automatic,37908,Hybrid,0,94.1,1.8,18490
14418,skoda, Kamiq,2019,Manual,2287,Petrol,145,49.6,1,16990
14419,toyota, Hilux,2018,Manual,12086,Diesel,260,40.4,2.4,23995
14420,bmw, M2,2019,Manual,4534,Petrol,145,28.5,3,46000
14421,ford, Grand C-MAX,2016,Automatic,26035,Diesel,30,58.9,1.5,9793
14422,audi, A8,2018,Semi-Auto,12640,Diesel,150,50.4,3,34500
14423,hyundi, IX20,2015,Manual,27328,Petrol,125,50.4,1.4,8032
14424,bmw, i3,2017,Automatic,3976,Hybrid,135,470.8,0,22999
14425,audi, RS4,2018,Semi-Auto,23249,Petrol,145,32.1,2.9,52422
14426,vw, Eos,2006,Manual,92640,Diesel,200,48,2,2995
14427,bmw, M4,2019,Automatic,123,Petrol,145,34,3,41490
14428,hyundi, IX35,2014,Manual,94870,Diesel,145,53.3,1.7,6890
14429,bmw, Z4,2019,Semi-Auto,10018,Petrol,150,37.2,2,33991
14430,vauxhall, Combo Life,2019,Manual,3819,Petrol,145,42.2,1.2,17999
14431,hyundi, Santa Fe,2016,Manual,19454,Diesel,200,47.1,2.2,20995
14432,audi, RS5,2019,Automatic,1000,Petrol,145,29.7,2.9,63950
14433,bmw, M5,2016,Semi-Auto,25780,Petrol,565,28.5,4.4,36494
14434,hyundi, IX20,2013,Manual,35954,Petrol,150,45.6,1.4,5498
14435,merc, S Class,2017,Automatic,12653,Diesel,145,52.3,3,37500
14436,skoda, Rapid,2017,Manual,39000,Petrol,30,57.7,1.2,8690
14437,vauxhall, Agila,2013,Manual,21461,Petrol,30,55.4,1.2,4391
14438,hyundi, Santa Fe,2017,Manual,19222,Diesel,145,47.1,2.2,19995
14439,vw, Scirocco,2016,Manual,35026,Diesel,20,67.3,2,14800
14440,bmw, X4,2018,Semi-Auto,21694,Diesel,150,54.3,2,25980
14441,toyota, Camry,2019,Automatic,4416,Hybrid,135,52.3,2.5,26491
14442,skoda, Rapid,2014,Manual,39180,Petrol,30,57.6,1.2,5495
14443,skoda, Yeti,2016,Manual,52968,Petrol,125,51.4,1.2,10460
14444,merc, CLS Class,2019,Semi-Auto,7101,Diesel,145,47.9,2.9,44799
14445,ford, Tourneo Connect,2019,Manual,4605,Diesel,145,61.4,1.5,19998
14446,hyundi, I800,2019,Automatic,14674,Diesel,145,31.7,2.5,19000
14447,hyundi, IX20,2017,Manual,12689,Petrol,145,50.4,1.4,9750
14448,merc, V Class,2018,Automatic,26500,Diesel,145,45.6,2.1,35990
14449,vauxhall, Zafira Tourer,2016,Automatic,10475,Petrol,200,40.9,1.4,12900
14450,toyota, Prius,2019,Automatic,9776,Hybrid,135,64.2,1.8,22998
14451,vw, Jetta,2017,Semi-Auto,12649,Petrol,150,55.4,1.4,11490
14452,toyota, Hilux,2017,Automatic,17235,Diesel,260,36.2,2.4,21998
14453,hyundi, Santa Fe,2017,Semi-Auto,40124,Diesel,235,42.8,2.2,17998
14454,audi, Q8,2019,Semi-Auto,9804,Diesel,145,33.6,3,51490
14455,vw, Tiguan Allspace,2020,Semi-Auto,2500,Diesel,145,38.7,2,37950
14456,ford, Edge,2016,Manual,13778,Diesel,200,47.9,2,21750
14457,vauxhall, Antara,2015,Manual,52889,Diesel,240,44.1,2.2,6500
14458,bmw, X4,2019,Semi-Auto,6250,Diesel,145,42.8,2,35490
14459,vauxhall, GTC,2017,Automatic,24628,Petrol,200,42.8,1.4,8795
14460,merc, GLS Class,2019,Automatic,6224,Diesel,145,30.4,3,69990
14461,vw, Arteon,2019,Automatic,1413,Other,150,50.4,2,24989
14462,vauxhall, Combo Life,2019,Automatic,10000,Diesel,145,50.4,1.5,17999
14463,bmw, Z4,2020,Semi-Auto,105,Petrol,145,38.7,2,30990
14464,vw, Beetle,2013,Manual,51780,Petrol,150,47.9,1.2,7750
14465,bmw, 6 Series,2016,Automatic,41963,Diesel,160,51.4,3,19999
14466,hyundi, I40,2016,Manual,14335,Diesel,20,67.3,1.7,10995
14467,vauxhall, Zafira Tourer,2016,Manual,20770,Petrol,200,43,1.4,10043
14468,skoda, Kamiq,2020,Semi-Auto,1050,Petrol,145,43.5,1.5,22800
14469,vw, Beetle,2015,Manual,48000,Petrol,140,48.7,1.4,8990
14470,toyota, Avensis,2014,Manual,51353,Diesel,30,62.8,2,7485
14471,vw, Scirocco,2017,Semi-Auto,15711,Petrol,145,44.1,2,16521
14472,ford, Grand C-MAX,2017,Manual,37124,Diesel,30,64.2,1.5,10750
14473,bmw, X4,2019,Semi-Auto,9168,Diesel,150,40.9,3,37990
14474,bmw, X7,2019,Automatic,3980,Diesel,145,31.4,3,69880
14475,vw, Jetta,2015,Manual,59854,Diesel,20,67.3,2,8498
14476,vw, Arteon,2019,Manual,20,Diesel,150,52.3,2,23990
14477,merc, CLS Class,2018,Semi-Auto,1841,Diesel,145,48.7,2.9,36500
14478,vw, Amarok,2019,Automatic,9895,Diesel,260,36.2,3,30999
14479,merc, CLS Class,2016,Automatic,13588,Diesel,165,51.4,3,22802
14480,ford, Tourneo Custom,2019,Manual,7000,Diesel,145,31.7,2,29495
14481,hyundi, I800,2019,Manual,11872,Diesel,145,31.7,2.5,19995
14482,vw, Scirocco,2017,Manual,12367,Diesel,145,53.3,2,16998
14483,ford, Galaxy,2017,Semi-Auto,46761,Diesel,145,52.3,2,18200
14484,merc, CLA Class,2014,Automatic,45000,Diesel,30,62.8,2.1,15990
14485,ford, Puma,2019,Manual,127,Petrol,145,50.4,1,21700
14486,vw, CC,2016,Semi-Auto,13841,Petrol,200,39.2,1.8,14302
14487,bmw, 6 Series,2016,Semi-Auto,24600,Diesel,160,51.4,3,23595
14488,vw, Arteon,2017,Semi-Auto,24853,Petrol,150,38.7,2,21000
14489,hyundi, IX20,2017,Automatic,7941,Petrol,165,43.5,1.6,10500
14490,merc, V Class,2019,Semi-Auto,3257,Diesel,145,44.8,2.2,39980
14491,bmw, X4,2019,Automatic,2380,Petrol,145,26.9,3,43500
14492,merc, CLS Class,2017,Semi-Auto,26747,Diesel,145,51.4,3,23980
14493,ford, Grand C-MAX,2017,Manual,26000,Diesel,30,64.2,1.5,12595
14494,merc, M Class,2010,Automatic,46000,Diesel,555,31,3,12995
14495,bmw, X6,2019,Automatic,1000,Petrol,145,26.4,3,66290
14496,hyundi, I800,2019,Manual,4234,Diesel,145,31.7,2.5,21290
14497,toyota, Prius,2018,Automatic,18000,Hybrid,140,85.6,1.8,22000
14498,merc, GL Class,2016,Automatic,13144,Diesel,125,55.4,2.1,16499
14499,ford, Grand Tourneo Connect,2018,Manual,25546,Diesel,145,61.4,1.5,12298
14500,vw, Arteon,2019,Automatic,2354,Diesel,145,50.4,2,29156
14501,vauxhall, Vivaro,2018,Manual,23242,Diesel,150,40.9,1.6,15249
14502,vw, Arteon,2019,Semi-Auto,9301,Diesel,145,50.4,2,23950
14503,ford, KA,2012,Manual,19959,Petrol,30,57.7,1.2,4195
14504,toyota, Hilux,2016,Manual,69921,Diesel,260,40.4,2.4,13695
14505,toyota, Verso,2016,Automatic,25001,Petrol,160,43.5,1.8,12999
14506,bmw, 8 Series,2020,Semi-Auto,419,Petrol,145,33.2,3,69991
14507,ford, Tourneo Custom,2017,Manual,4629,Diesel,145,44.8,2,20156
14508,ford, Edge,2016,Automatic,42093,Diesel,205,47.9,2,19400
14509,hyundi, IX20,2015,Manual,42858,Petrol,125,50.4,1.4,7295
14510,vw, Arteon,2018,Semi-Auto,27715,Petrol,145,38.7,2,22495
14511,hyundi, Santa Fe,2014,Manual,55000,Diesel,200,46.3,2.2,14500
14512,skoda, Scala,2019,Semi-Auto,3000,Petrol,145,47.1,1,15299
14513,ford, Galaxy,2017,Manual,27769,Diesel,125,56.5,2,17995
14514,hyundi, IX35,2013,Automatic,37000,Diesel,300,39.2,2,9995
14515,hyundi, Santa Fe,2019,Automatic,4000,Diesel,145,39.2,2.2,34864
14516,merc, GLB Class,2020,Automatic,20,Diesel,145,44.8,2,44298
14517,vauxhall, GTC,2017,Manual,25983,Petrol,145,36.2,2,15289
14518,merc, GLB Class,2020,Semi-Auto,1499,Diesel,145,47.9,2,35990
14519,skoda, Kamiq,2019,Automatic,2777,Petrol,145,45.6,1,18217
14520,vw, Arteon,2019,Semi-Auto,3000,Diesel,150,50.4,2,29998
14521,vw, Scirocco,2015,Manual,50183,Diesel,20,55.4,2,11998
14522,vw, CC,2015,Semi-Auto,51268,Diesel,125,58.9,2,10471
14523,bmw, X7,2019,Automatic,5825,Petrol,145,24.8,3,67986
14524,merc, V Class,2019,Automatic,20,Diesel,145,36.7,2,47490
14525,ford, Grand C-MAX,2016,Automatic,28376,Diesel,125,56.5,2,10995
14526,toyota, Prius,2020,Automatic,2250,Hybrid,135,64.2,1.8,26000
14527,hyundi, Santa Fe,2019,Semi-Auto,1642,Diesel,150,39.8,2.2,32995
14528,toyota, Verso,2015,Manual,73305,Diesel,30,62.8,1.6,8461
14529,hyundi, Getz,2003,Automatic,59000,Petrol,260,37.2,1.3,2395
14530,merc, GLS Class,2019,Semi-Auto,29,Diesel,145,34,3,60124
14531,ford, Edge,2018,Semi-Auto,35482,Diesel,145,48.7,2,21495
14532,audi, RS4,2019,Semi-Auto,9000,Petrol,150,29.1,2.9,55495
14533,merc, CLS Class,2016,Automatic,46068,Diesel,145,56.5,2.1,21245
14534,vw, Beetle,2006,Manual,117000,Diesel,150,50.4,1.9,3195
14535,merc, X-CLASS,2017,Automatic,15270,Diesel,265,35.8,2.3,23950
14536,toyota, Avensis,2017,Manual,21431,Petrol,145,47.1,1.8,12698
14537,toyota, Avensis,2011,Automatic,127000,Diesel,235,42.8,2.2,2995
14538,toyota, GT86,2019,Manual,2488,Petrol,145,33.2,2,24995
14539,hyundi, I40,2015,Manual,33036,Diesel,20,67.3,1.7,9498
14540,vw, Arteon,2019,Semi-Auto,16651,Diesel,145,50.4,2,21998
14541,ford, Edge,2017,Semi-Auto,43745,Diesel,200,47.9,2,19303
14542,toyota, GT86,2017,Manual,6445,Petrol,145,36.2,2,20995
14543,vw, Tiguan Allspace,2019,Semi-Auto,8001,Diesel,145,38.7,2,25240
14544,audi, S4,2019,Automatic,1481,Diesel,145,39.2,3,42888
14545,ford, KA,2014,Manual,45201,Petrol,30,57.7,1.2,4290
14546,audi, A8,2020,Semi-Auto,2000,Diesel,145,39.2,3,48500
14547,ford, Tourneo Custom,2017,Manual,23838,Diesel,150,44.8,2,19490
14548,merc, CLA Class,2017,Manual,22171,Petrol,145,51.4,1.6,15600
14549,vw, Scirocco,2015,Manual,63004,Diesel,20,55.4,2,10990
14550,vw, Shuttle,2020,Manual,1578,Diesel,145,37.2,2,28999
14551,hyundi, I800,2019,Manual,3844,Diesel,145,31.7,2.5,17750
14552,ford, KA,2010,Manual,33563,Petrol,30,55.4,1.2,3995
14553,hyundi, Santa Fe,2016,Manual,11255,Diesel,200,46.3,2.2,17390
14554,vw, Scirocco,2016,Manual,22000,Petrol,150,47.1,2,11750
14555,vauxhall, Combo Life,2019,Manual,9965,Diesel,145,53.3,1.5,16413
14556,vw, Caddy Life,2020,Manual,1724,Diesel,145,47.9,2,16995
14557,hyundi, I40,2016,Manual,15887,Diesel,30,65.7,1.7,9700
14558,bmw, X4,2015,Automatic,44147,Diesel,200,47.9,3,20000
14559,bmw, X6,2019,Automatic,15,Diesel,145,34.9,3,58900
14560,vauxhall, Combo Life,2019,Manual,8865,Diesel,150,53.3,1.5,13798
14561,vw, Arteon,2019,Manual,11334,Diesel,145,65.7,2,23650
14562,toyota, GT86,2019,Automatic,4000,Petrol,145,32.8,2,24990
14563,toyota, Verso,2017,Automatic,24972,Petrol,200,42.8,1.8,13495
14564,ford, Grand C-MAX,2017,Manual,33163,Petrol,30,54.3,1,10400
14565,toyota, Verso,2011,Manual,54000,Diesel,145,53.3,2,5995
14566,audi, RS5,2019,Automatic,2000,Petrol,145,30.1,2.9,53990
14567,ford, Galaxy,2017,Manual,50565,Diesel,150,56.5,2,14995
14568,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6,16000
14569,bmw, Z4,2016,Semi-Auto,16761,Petrol,200,41.5,2,17732
14570,hyundi, IX20,2015,Manual,57819,Petrol,125,50.4,1.4,6498
14571,bmw, 6 Series,2014,Automatic,67476,Diesel,160,49.6,3,16500
14572,hyundi, I800,2019,Manual,6483,Diesel,145,31.7,2.5,20498
14573,ford, Edge,2018,Semi-Auto,9343,Diesel,145,47.9,2,22998
14574,hyundi, IX35,2014,Manual,82203,Diesel,145,53.3,1.7,6881
14575,vw, CC,2015,Automatic,34291,Diesel,145,53.3,2,11715
14576,hyundi, Santa Fe,2018,Semi-Auto,35887,Diesel,145,42.8,2.2,20995
14577,merc, GLB Class,2020,Semi-Auto,29,Diesel,145,46.3,2,39480
14578,audi, S4,2018,Automatic,29000,Petrol,150,35.8,3,29995
14579,ford, Tourneo Custom,2018,Automatic,22037,Diesel,145,31.7,2,21228
14580,vw, Beetle,2016,Semi-Auto,13771,Petrol,125,53.3,1.2,12995
14581,vauxhall, GTC,2016,Manual,7754,Petrol,160,47.1,1.4,7820
14582,vw, Caddy Maxi Life,2019,Automatic,13106,Diesel,145,44.1,2,19000
14583,ford, Grand C-MAX,2017,Manual,22648,Petrol,30,54.3,1,11400
14584,vw, Scirocco,2016,Manual,32001,Diesel,20,55.4,2,14698
14585,merc, GL Class,2017,Manual,42830,Diesel,145,67.3,2.1,15899
14586,bmw, 8 Series,2019,Semi-Auto,8966,Petrol,145,33.6,3,54991
14587,merc, CLS Class,2012,Automatic,107000,Diesel,205,46.3,3,10990
14588,toyota, Prius,2016,Automatic,55826,Hybrid,0,85.6,1.8,16498
14589,skoda, Kamiq,2019,Manual,199,Petrol,145,47.9,1,18485
14590,vw, Beetle,2015,Manual,55239,Petrol,145,47.9,1.2,7795
14591,hyundi, Santa Fe,2006,Manual,71000,Petrol,555,28.8,2.4,3490
